0.073318,0.075837,0.073624,0.069938,0.068887,0.073508,0.084028,0.097068,0.10668,0.11045,0.14442,0.26081,0.25032,0.091258,0.022323,0.0094011,0.0056081,0.0042031,0.0036948,0.0034019,0.0031005,0.0027798,0.0024879,0.0022604,0.0021024,0.0019964,0.0019178,0.0018468,0.0017765,0.001725,0.0017569,0.0020137,0.002728,0.0041793,0.0065564,0.0097684,0.013381,0.016942,0.020757,0.026564,0.036778,0.051716,0.066992,0.075203,0.072084,0.060764,0.048806,0.041378,0.038049,0.03528,0.030501
0.071401,0.075132,0.0752,0.074946,0.078391,0.088274,0.10422,0.12193,0.1349,0.14818,0.28147,0.6954,0.70584,0.2332,0.039275,0.0138,0.0092223,0.0076868,0.0070661,0.0065284,0.0058565,0.0051185,0.004445,0.0039215,0.0035645,0.0033422,0.0032062,0.0031133,0.0030374,0.0029915,0.0030746,0.0035344,0.0047957,0.0073723,0.01161,0.017342,0.023759,0.029953,0.036232,0.045271,0.060975,0.084015,0.10762,0.12024,0.11534,0.098185,0.080869,0.071188,0.067548,0.063443,0.054608
0.062786,0.067588,0.070249,0.073821,0.081731,0.095979,0.11551,0.1362,0.15578,0.1858,0.32056,0.68075,0.66427,0.22226,0.042611,0.018704,0.014595,0.013375,0.012735,0.011809,0.010486,0.0090056,0.0076528,0.0066064,0.0059098,0.0055168,0.0053487,0.005321,0.0053507,0.0053933,0.0055451,0.0061764,0.0079911,0.011865,0.018389,0.027294,0.037233,0.046541,0.055131,0.066224,0.085001,0.11281,0.1416,0.15715,0.15164,0.13223,0.11433,0.10687,0.10587,0.10124,0.087146
0.049998,0.055441,0.060286,0.067005,0.078073,0.09451,0.11481,0.1378,0.18091,0.28047,0.38675,0.40333,0.27292,0.099048,0.035725,0.024538,0.022304,0.021963,0.021429,0.019938,0.017612,0.014979,0.012574,0.010729,0.0095485,0.0089949,0.0089744,0.0093435,0.0098828,0.010367,0.010738,0.011331,0.013155,0.017751,0.026209,0.038161,0.051564,0.06371,0.073585,0.084107,0.10098,0.12654,0.15366,0.16875,0.16465,0.1493,0.13829,0.13899,0.14411,0.14033,0.12112
0.036196,0.041676,0.047744,0.056159,0.068371,0.084463,0.10282,0.12703,0.20335,0.4121,0.58976,0.44805,0.18814,0.064579,0.036432,0.032166,0.032682,0.033753,0.033456,0.031243,0.027583,0.023406,0.019598,0.016718,0.014995,0.014478,0.015133,0.01678,0.019061,0.021657,0.023967,0.024658,0.024146,0.026277,0.034283,0.047693,0.063308,0.077113,0.086777,0.09409,0.10432,0.12088,0.13959,0.15073,0.14956,0.14331,0.14438,0.15634,0.16884,0.16701,0.14474
0.02394,0.028872,0.035035,0.043529,0.054954,0.068743,0.083241,0.10257,0.17206,0.36938,0.53823,0.40215,0.16168,0.058391,0.040546,0.041543,0.045386,0.048241,0.04833,0.045363,0.040219,0.034305,0.028929,0.02495,0.022827,0.022855,0.025242,0.029991,0.037477,0.049407,0.063805,0.06849,0.057101,0.04401,0.043297,0.054059,0.069339,0.082924,0.09105,0.09404,0.096081,0.10128,0.10901,0.11467,0.11638,0.11956,0.13174,0.15238,0.16985,0.17004,0.14808
0.014559,0.018543,0.023902,0.031236,0.040613,0.051185,0.061331,0.071858,0.10135,0.18274,0.25107,0.19122,0.089345,0.048128,0.04541,0.05191,0.059173,0.063973,0.06465,0.061148,0.054736,0.047291,0.040546,0.035708,0.033588,0.034947,0.04053,0.051185,0.071072,0.11103,0.16638,0.18826,0.14534,0.085049,0.056462,0.057066,0.068564,0.079839,0.085616,0.084954,0.08078,0.077245,0.076309,0.077366,0.080597,0.089308,0.10666,0.12954,0.14734,0.14868,0.13024
0.0082169,0.011125,0.015225,0.020809,0.027715,0.035135,0.041751,0.046674,0.052791,0.066516,0.076873,0.064127,0.046216,0.043342,0.050967,0.061918,0.072188,0.078905,0.080472,0.07699,0.070014,0.06177,0.054322,0.049202,0.04765,0.051069,0.060996,0.079752,0.11821,0.20306,0.32588,0.37731,0.2842,0.14765,0.073918,0.057755,0.062556,0.06986,0.072953,0.070116,0.063165,0.055657,0.050505,0.049069,0.05233,0.061846,0.078071,0.097327,0.1116,0.11307,0.09977
0.0043964,0.006345,0.0091773,0.013033,0.017732,0.022684,0.027009,0.02991,0.031325,0.032199,0.032783,0.033065,0.036046,0.044115,0.056321,0.070193,0.082749,0.091246,0.094128,0.091554,0.085177,0.07735,0.070279,0.065694,0.065201,0.070818,0.084799,0.11023,0.16068,0.26947,0.42518,0.48832,0.36584,0.18652,0.085608,0.056819,0.05465,0.057292,0.057689,0.053898,0.04693,0.039313,0.033504,0.031274,0.033675,0.041143,0.052965,0.066136,0.075547,0.076568,0.068164
0.0024145,0.0036774,0.0055392,0.0080924,0.011247,0.01468,0.017899,0.020445,0.02218,0.023507,0.025378,0.029103,0.036024,0.046797,0.060817,0.076199,0.090253,0.1004,0.10513,0.10456,0.10021,0.094293,0.088894,0.085714,0.086493,0.093557,0.10943,0.13632,0.18198,0.26669,0.37852,0.41556,0.31313,0.16899,0.084356,0.055389,0.048402,0.046696,0.044663,0.041083,0.037283,0.033215,0.027265,0.022555,0.022691,0.027207,0.034392,0.04205,0.047319,0.047791,0.04297
0.0017754,0.002706,0.0040395,0.0058848,0.0082935,0.011197,0.014381,0.017552,0.02051,0.023382,0.026794,0.03181,0.039576,0.05075,0.064979,0.080729,0.09566,0.10744,0.11462,0.11717,0.11627,0.11373,0.11124,0.11023,0.11224,0.11943,0.13408,0.157,0.18833,0.23073,0.27403,0.27519,0.21187,0.13111,0.079418,0.056264,0.046417,0.041195,0.037762,0.040099,0.057195,0.073996,0.058986,0.030727,0.018624,0.018714,0.022233,0.026063,0.028579,0.028618,0.025941
0.0023499,0.003354,0.0046437,0.0063802,0.0087916,0.012061,0.016169,0.020806,0.025494,0.029915,0.03428,0.039461,0.046693,0.056949,0.070313,0.085718,0.10124,0.11484,0.1251,0.13174,0.13546,0.13745,0.13885,0.1406,0.14377,0.14994,0.16081,0.17648,0.19403,0.20856,0.21268,0.19561,0.15659,0.11331,0.08137,0.061804,0.049871,0.042023,0.039824,0.065789,0.15895,0.25015,0.19759,0.079741,0.024264,0.014629,0.015077,0.016459,0.017297,0.016999,0.015419
0.0044273,0.0059914,0.0077311,0.0098667,0.012846,0.017149,0.022931,0.029756,0.036675,0.042741,0.047688,0.052293,0.0581,0.066641,0.078609,0.093478,0.10974,0.12557,0.13953,0.15102,0.16015,0.16743,0.17336,0.17829,0.18271,0.18747,0.1936,0.20104,0.20732,0.20787,0.19824,0.17683,0.14718,0.11684,0.091584,0.072666,0.058812,0.048849,0.049068,0.10605,0.29836,0.4862,0.3836,0.14782,0.035559,0.013897,0.011588,0.01122,0.010905,0.010263,0.0091481
0.008627,0.011362,0.014051,0.016936,0.020732,0.02631,0.03408,0.043459,0.052915,0.060738,0.066122,0.069811,0.073831,0.080456,0.091102,0.10579,0.12334,0.14204,0.16035,0.17724,0.19225,0.20522,0.216,0.2244,0.23035,0.23407,0.23599,0.23612,0.23322,0.22495,0.20935,0.18667,0.15983,0.13287,0.10881,0.088821,0.072786,0.060538,0.058379,0.10947,0.28623,0.45895,0.36276,0.14298,0.037147,0.015008,0.010915,0.0089864,0.0076298,0.0065398,0.005517
0.015607,0.020235,0.024351,0.028117,0.032536,0.039004,0.048348,0.059959,0.071764,0.081273,0.087122,0.090046,0.092598,0.09784,0.10791,0.12332,0.14308,0.16549,0.18878,0.21152,0.2327,0.25153,0.26731,0.27937,0.2872,0.29056,0.28952,0.28414,0.27416,0.25902,0.23851,0.21364,0.18648,0.15914,0.13331,0.1104,0.091325,0.076357,0.067995,0.08412,0.15486,0.22431,0.17923,0.08126,0.031662,0.017949,0.012565,0.0089583,0.0064479,0.0047501,0.0035717
0.02556,0.032787,0.0387,0.043222,0.047617,0.053918,0.063589,0.076252,0.089533,0.10034,0.10683,0.1097,0.11189,0.11711,0.12805,0.14554,0.16874,0.19581,0.22475,0.25379,0.28161,0.30672,0.32722,0.34283,0.3528,0.35642,0.35351,0.34424,0.32893,0.30815,0.28322,0.25644,0.2294,0.20086,0.1698,0.13958,0.11461,0.095994,0.083091,0.078023,0.085343,0.092832,0.077419,0.0509,0.033468,0.023418,0.016069,0.010534,0.0066924,0.0042264,0.0027163
